Claim History,Previous Claims History,Premium Amount,Coverage Amount,Anomaly
5,1,3203,965379,1
2,2,3904,953264,1
4,2,3953,724989,1
4,3,4911,539532,1
0,2,3533,760896,1
5,3,1526,377343,1
4,0,2236,429973,1
4,1,4861,885769,1
5,3,1193,868907,1
5,2,2615,563801,1
0,1,3549,597005,1
4,3,4590,631374,1
3,3,4395,297826,1
5,1,4046,181472,1
2,2,1193,609060,1
4,2,3368,287258,1
5,3,3400,526496,1
4,3,3658,503945,1
0,1,2134,353075,1
5,1,4525,819672,1
2,3,4669,95661,1
3,2,3392,249590,1
1,1,4449,185994,1
1,1,1763,267592,1
4,3,2759,931988,1
0,3,1873,689605,1
3,1,3591,950827,1
5,0,3962,182349,1
4,3,1695,981629,1
1,3,1249,755097,1
4,1,2766,76076,1
5,1,2751,313261,1
3,0,692,432998,1
0,3,1614,265982,1
5,3,4509,178594,1
3,2,3315,991423,1
1,2,2254,772620,1
4,1,1600,162133,1
0,3,2337,679465,1
0,0,1944,725363,1
5,2,4473,158719,1
4,2,4428,487036,1
5,0,830,465070,-1
0,1,1039,391105,1
1,3,3696,296116,1
3,1,3139,244791,1
4,3,4560,977002,1
0,0,2165,782925,1
3,2,1996,405313,1
4,1,3651,282086,1
4,1,2786,333639,1
0,1,3931,687206,1
5,0,3498,165256,1
3,3,4605,532396,1
5,0,2052,723141,1
3,3,660,377200,1
0,3,4409,797110,1
3,1,4607,617234,1
0,3,2497,977103,1
4,1,1119,106338,1
1,3,1532,827661,1
4,0,2152,332037,1
4,2,3851,67675,1
1,0,1807,783675,1
3,0,2022,604415,1
0,2,4571,965732,1
4,3,3915,134874,1
0,1,2251,762797,1
3,1,2368,530413,1
4,1,725,519884,1
3,3,3302,682825,1
2,0,674,474483,-1
4,3,3075,288796,1
5,3,2682,509747,1
4,3,4421,562089,1
3,3,2840,533630,1
1,1,1135,333566,1
0,3,2631,877613,1
3,0,4629,728685,1
1,1,2505,167426,1
0,0,3252,635478,1
0,0,2346,126120,1
3,0,2706,258631,1
5,3,4610,443280,1
0,2,4473,374580,1
3,3,4617,242225,1
0,3,3117,190233,1
0,3,4489,286641,1
4,1,1642,101046,1
4,0,2638,229971,1
5,3,1232,328816,1
4,2,4600,277261,1
4,1,3574,182277,1
4,1,4409,965257,1
4,3,1696,97515,1
0,2,4876,626440,1
0,1,1670,715359,1
2,2,3205,835166,1
4,0,975,238417,1
5,1,3577,869443,1
5,3,4340,307504,1
5,1,2541,133624,1
0,1,3431,322533,1
4,0,1565,194355,1
4,2,3095,540074,1
4,1,2735,400610,1
5,1,2753,675805,1
3,2,3944,895871,1
1,1,4527,420679,1
3,0,4724,566256,1
4,1,3246,232667,1
4,3,4211,78369,1
3,3,4636,370498,1
5,1,4101,443806,1
3,1,1756,174004,1
2,2,3747,233488,1
0,1,4143,327947,1
4,3,624,415867,1
0,1,3305,508696,1
5,2,4040,407445,1
5,3,659,109708,-1
0,1,1836,369105,1
5,2,4562,262152,1
4,3,4403,887016,1
4,3,4336,414123,1
0,1,634,569032,1
0,3,4570,872754,1
5,1,3685,229146,1
4,3,962,757392,1
0,1,633,116444,-1
0,1,2166,524291,1
4,3,4565,618647,1
0,0,2980,627225,1
0,3,2347,205584,1
4,3,3521,141075,1
0,1,1150,979740,-1
4,1,1273,792224,1
3,1,4495,861556,1
1,1,4688,306019,1
0,3,1656,308829,1
4,3,827,748060,1
4,3,1555,323428,1
2,0,4333,483331,1
4,2,4063,544959,1
1,1,3305,866304,1
4,3,3753,200191,1
2,2,3421,959475,1
3,1,3815,879655,1
3,1,4824,258705,1
5,3,2852,749501,1
2,2,4854,727351,1
0,3,1792,735296,1
2,3,4415,373948,1
4,3,4475,142695,1
4,0,3818,569332,1
0,3,3523,51425,1
0,1,3015,243415,1
3,1,3429,652189,1
3,1,1667,288448,1
0,0,1638,875305,-1
3,3,3264,818108,1
3,2,1130,519061,1
3,0,1864,947320,1
2,2,3711,178807,1
1,2,3589,956278,1
3,3,2836,392969,1
5,2,4434,160839,1
3,2,2823,209503,1
3,3,1765,901158,1
3,3,2400,451344,1
0,0,2691,872173,1
4,3,2679,174934,1
0,3,4389,462789,1
1,3,1758,703687,1
1,0,1495,711974,1
2,1,4500,955219,1
0,3,4462,62563,1
5,1,1280,400864,1
0,0,4073,296414,1
0,3,3630,218540,1
0,0,2407,765469,1
5,3,4990,694958,-1
2,0,599,321957,-1
2,3,3066,478863,1
3,1,4550,481647,1
5,2,697,986335,-1
5,1,1908,301219,1
2,1,1718,836306,1
3,1,4760,210065,1
2,3,3605,221987,1
0,1,4741,292103,1
4,1,1954,303735,1
2,0,1549,424172,1
2,3,4485,191432,1
1,1,1702,924716,1
0,1,3135,847650,1
0,0,3409,751741,1
3,3,1785,696280,1
0,1,4786,208674,1
4,1,4903,208422,1
4,1,4724,330460,1
4,1,1591,447893,1
4,0,3537,323880,1
0,3,1115,504094,1
3,3,3598,181220,1
0,2,4995,369738,1
1,3,4895,71244,1
4,2,3008,963337,1
4,1,765,604388,1
5,1,4357,775272,1
3,1,4583,165589,1
5,1,4287,861412,1
0,3,2768,689321,1
3,0,3848,749416,1
4,1,1149,418314,1
4,0,4380,888269,1
1,2,2912,377361,1
5,1,2257,470360,1
2,1,4566,228234,1
3,3,4618,183977,1
0,1,4569,798593,1
3,3,4630,146193,1
2,1,1942,143027,1
3,1,1197,619688,1
3,3,3904,242399,1
0,3,4785,349836,1
1,3,4302,531892,1
2,2,2761,64035,1
4,1,4098,593443,1
4,1,1093,50001,1
1,3,4170,163624,1
1,1,4505,132919,1
3,0,3131,896540,1
3,1,3491,392132,1
0,0,3932,673881,1
4,1,4140,443745,1
3,3,3005,190064,1
3,2,1836,569856,1
0,0,2158,105730,1
0,3,1894,160235,1
0,1,4978,894926,1
2,1,3138,63250,1
4,3,4052,683173,1
5,2,2137,827202,1
3,1,1684,335577,1
4,3,2231,773675,1
1,3,1146,190476,1
1,2,3375,509123,1
4,2,4563,510699,1
1,3,1424,578819,1
1,2,2904,256732,1
3,3,2445,305727,1
3,0,1112,592953,1
0,2,2635,92151,1
3,2,994,784464,1
5,3,4928,296496,1
3,1,4655,520239,1
0,0,4875,179612,-1
0,1,2468,799343,1
2,1,3455,177957,1
1,2,3321,600440,1
4,1,1625,720528,1
4,1,2946,158251,1
0,2,2404,730103,1
0,3,4695,538834,1
1,1,2792,739533,1
4,1,3156,138433,1
0,1,1889,620330,1
1,1,2960,612507,1
0,0,4934,143753,-1
0,2,3451,680824,1
4,2,1630,264499,1
0,0,990,168978,-1
2,1,1913,616686,1
2,3,2759,803757,1
3,2,3152,518896,1
0,3,4538,97004,1
2,1,3630,510890,1
5,2,2754,187581,1
5,3,4427,312031,1
2,2,2631,235115,1
0,0,3063,754111,1
0,1,3133,963471,1
3,2,1109,670663,1
1,1,4529,784513,1
4,1,4746,373570,1
0,2,1177,344964,1
5,3,4480,148126,1
1,1,3925,791552,1
0,3,2762,586493,1
5,1,2363,159451,1
1,1,3465,395402,1
4,1,1560,886575,1
3,0,639,860963,-1
0,1,669,884699,-1
1,3,1775,812626,1
0,3,2589,298033,1
3,1,2191,362423,1
2,3,2312,826494,1
3,3,2731,423983,1
0,2,3726,881364,1
1,1,2947,175442,1
0,3,4185,196260,1
4,1,3468,795333,1
0,1,4519,212917,1
4,3,2212,922443,1
2,0,1625,774809,1
5,1,1759,426906,1
0,0,3412,809437,1
1,3,3206,352266,1
4,1,1471,391158,1
3,3,774,463082,1
3,2,2507,949969,1
0,0,4599,407660,1
4,2,4238,749617,1
0,3,4522,523438,1
1,1,705,590820,1
4,1,3567,318270,1
4,1,2246,95257,1
3,3,1013,152614,1
4,2,2140,471146,1
4,1,4298,720343,1
2,1,2294,299429,1
4,3,4397,299579,1
4,3,2551,962605,1
5,1,1034,551329,1
0,3,1743,515641,1
3,1,2560,142487,1
4,1,2662,335911,1
0,3,1887,112892,1
2,3,1624,734172,1
3,0,797,634063,1
4,0,4432,892001,1
5,1,2430,551755,1
0,1,4598,110686,1
1,1,683,908269,1
0,3,4655,624153,1
0,3,4243,193462,1
3,3,4536,539470,1
0,3,4368,965766,1
3,1,2714,609037,1
4,2,2207,812831,1
0,1,4845,703939,1
1,0,3405,197117,1
1,2,3289,147260,1
3,3,3159,232686,1
0,3,1236,753736,1
3,2,2774,644084,1
1,0,2775,164033,1
5,1,1187,139174,1
2,1,3922,753796,1
0,2,2363,563342,1
4,1,4170,174382,1
4,2,635,938113,-1
4,3,2541,744837,1
3,1,3052,554609,1
0,2,3314,738769,1
4,0,4479,564163,1
4,3,4449,351836,1
0,0,4842,953202,-1
4,3,4385,245931,1
4,2,3339,869892,1
4,0,3710,147849,1
5,2,4129,732780,1
0,3,4329,962271,1
5,3,4961,317206,1
0,3,4432,498861,1
1,0,3019,340895,1
0,3,4894,386807,1
5,1,1788,656034,1
4,1,3444,517142,1
5,0,2971,251818,1
4,0,4692,719110,1
0,1,1939,523969,1
3,1,2293,780046,1
0,0,2675,480916,1
0,1,1271,473347,1
2,3,1225,570892,1
0,3,4602,528655,1
3,0,2544,97669,1
0,0,1210,286606,1
0,2,3519,139141,1
0,2,2579,185295,1
3,3,4653,974702,1
3,0,686,744420,1
5,1,660,438458,-1
0,1,1105,712812,1
3,1,716,650808,1
2,1,1590,680111,1
1,1,2093,185162,1
1,1,4540,371449,1
1,1,4391,100709,1
4,2,4065,168861,1
4,1,920,566860,1
4,3,4502,177542,1
5,3,1989,278117,1
0,0,638,161287,-1
0,3,3572,563493,1
1,0,1109,549501,1
3,1,3339,967646,1
4,1,2250,716640,1
2,3,4022,302861,1
5,2,4473,699000,1
4,1,2262,448882,1
5,3,3631,274972,1
2,3,4660,601061,1
3,3,4678,568203,1
0,0,3446,402453,1
3,3,2325,480187,1
0,3,922,549395,1
3,1,1781,414335,1
5,1,1925,649622,1
4,1,4523,709327,1
0,2,4331,778918,1
0,3,655,774971,1
0,2,2375,782476,1
5,2,3183,326458,1
3,3,4031,605454,1
2,2,3469,611899,1
4,2,1392,280022,1
0,3,4208,771666,1
0,3,1402,604496,1
3,2,4497,863538,1
5,1,4988,391971,1
5,3,3671,610585,1
1,3,4449,253369,1
5,1,3021,225718,1
0,1,3588,492738,1
4,3,1679,398634,1
0,1,4584,761974,1
5,0,3846,702614,1
0,1,4491,972709,1
4,1,1850,873280,1
0,3,2204,406262,1
5,3,1737,112644,1
0,1,1620,182081,1
3,0,584,493056,-1
0,3,2545,519728,1
1,3,701,582531,1
3,2,4535,580709,1
4,3,2909,738396,1
0,2,1928,585571,1
2,0,1897,896756,1
4,2,2264,450741,1
0,2,3712,419082,1
4,0,4880,808480,1
0,3,1941,308865,1
2,2,1335,506569,1
2,1,2035,192703,1
4,3,4474,440905,1
0,3,4391,223959,1
5,1,1140,701313,1
0,1,517,392015,1
3,1,4556,161042,1
0,0,2226,530079,1
4,1,1756,154614,1
3,2,4212,593924,1
3,3,1292,167558,1
0,3,3899,709092,1
2,1,2232,779573,1
4,2,3640,681843,1
4,1,4494,959802,1
4,3,2742,497233,1
4,2,2779,332611,1
5,3,3453,630550,1
3,2,1798,529483,1
4,3,4551,202919,1
3,2,3460,543463,1
2,0,1147,816761,1
1,1,2220,750151,1
3,2,4820,485390,1
0,1,2257,205238,1
0,3,3442,739645,1
0,3,3577,719143,1
2,1,3108,682941,1
5,0,757,169914,-1
0,2,3601,78239,1
4,1,3333,148192,1
1,1,3581,306846,1
3,0,4493,336923,1
4,3,1373,967221,1
1,3,4136,905937,1
3,0,4896,758940,1
5,0,4411,651854,1
1,1,3679,237331,1
1,0,4916,830742,-1
1,3,2413,487405,1
4,1,1170,169848,1
3,3,3691,153600,1
0,3,843,953818,-1
5,0,4531,743815,1
3,2,1776,797774,1
5,2,3636,1000000,1
4,3,2075,192109,1
3,0,4612,778493,1
4,1,4548,852897,1
3,0,4556,458460,1
5,3,2353,292710,1
0,2,4927,213670,1
5,1,1260,244407,1
0,2,3284,136992,1
0,2,4643,92729,1
4,1,4571,887207,1
3,1,1578,327771,1
5,1,2967,741457,1
4,2,1459,905594,1
1,1,4891,826178,1
5,1,1817,117942,1
5,3,4435,266999,1
4,3,3647,824745,1
4,2,4855,602182,1
4,1,948,766976,1
2,0,1128,775580,1
3,3,2522,624901,1
3,2,1395,745917,1
3,3,709,504348,1
3,3,3399,521572,1
1,1,3132,697583,1
3,3,4848,977424,-1
4,2,3982,553049,1
1,3,1652,289270,1
0,3,3558,920027,1
3,1,3499,76977,1
4,3,4524,353485,1
4,1,1250,978845,1
5,3,2758,860239,1
0,2,1052,858749,1
4,1,3205,477137,1
4,1,717,568390,1
1,2,4001,170883,1
0,3,3107,701876,1
2,3,4413,413504,1
2,1,1631,296642,1
5,3,1253,754712,1
5,2,4287,770741,1
2,0,1743,921462,-1
2,1,4846,373433,1
3,3,3993,648471,1
1,1,701,613001,1
0,2,2101,924932,1
3,2,4654,547394,1
4,1,1159,234056,1
1,2,3135,378689,1
4,2,2307,176856,1
5,3,2826,860769,1
5,3,2019,489683,1
5,0,2646,178221,1
0,1,4484,583570,1
2,3,3028,155026,1
5,1,1531,734636,1
0,3,2689,579195,1
3,3,4706,295550,1
4,2,1769,784106,1
3,3,4323,282189,1
4,1,4273,415370,1
3,1,4469,695250,1
0,3,4765,331356,1
2,0,4405,499703,1
3,2,1722,967642,1
4,1,977,500161,1
2,2,2126,280418,1
4,1,3521,184975,1
5,3,3536,778998,1
0,3,842,903185,-1
0,2,3199,523101,1
4,3,1923,151669,1
1,0,645,294111,-1
2,1,5000,175515,1
3,3,3647,219802,1
2,0,4380,363600,1
1,2,1846,432107,1
3,0,1677,451799,1
4,3,4283,825531,1
3,3,1140,62463,1
4,3,621,871486,1
1,2,1756,973860,1
4,3,3881,503990,1
4,1,1632,749087,1
0,1,1045,778710,1
5,3,1076,350100,1
1,2,2117,258366,1
4,2,3424,223529,1
5,1,631,292463,-1
4,0,2980,914296,1
4,3,2331,684577,1
0,1,2291,650601,1
3,0,2357,970976,1
4,1,4665,839210,1
0,3,4681,680635,1
3,3,3143,440989,1
1,0,4452,660860,1
0,2,4540,510764,1
4,1,2383,423708,1
1,0,2881,357516,1
0,3,4430,514898,1
1,2,4329,607513,1
4,3,1172,298436,1
0,0,3220,620068,1
4,1,4521,732590,1
4,0,4495,568016,1
4,0,1887,249298,1
0,1,4408,951433,1
5,3,1820,274754,1
1,3,4389,792084,1
4,3,3365,150965,1
3,1,4504,354585,1
4,2,676,759804,1
1,3,2255,50001,1
2,2,4632,549386,1
1,3,2066,902385,1
1,1,4641,408115,1
0,0,2736,314235,1
4,0,3327,940193,1
3,1,4573,643984,1
1,3,1400,359564,1
5,2,2927,573227,1
4,3,1154,203875,1
3,3,2707,740081,1
4,3,3867,374153,1
3,1,808,844965,1
1,3,1197,67703,-1
2,1,2335,109363,1
4,2,3812,626921,1
0,2,2818,984164,1
0,1,1568,65860,1
3,2,1617,764248,1
5,0,783,696598,-1
3,3,3641,138881,1
4,1,2708,725937,1
4,2,974,174160,1
3,0,3546,406289,1
5,3,4325,109201,1
3,1,4449,656592,1
0,3,1745,863672,1
4,0,3414,213503,1
1,3,4700,238239,1
5,1,868,61615,-1
2,1,1892,598106,1
2,3,4199,120492,1
2,3,4759,383829,1
0,3,4538,938339,1
5,2,3384,778113,1
1,3,4472,483573,1
5,2,1735,144030,1
1,3,3399,187976,1
4,3,1632,114644,1
0,0,658,456608,-1
4,2,4487,204678,1
4,1,1729,319403,1
3,3,4558,576747,1
0,3,3171,241791,1
1,0,4474,746085,1
2,1,2997,375173,1
4,3,3495,650375,1
1,1,4361,432853,1
5,2,3384,128266,1
3,2,1779,794969,1
5,3,3639,857010,1
4,0,1042,473211,1
2,3,1198,208262,1
0,1,4363,198966,1
3,1,583,950727,-1
5,2,3800,340935,1
5,3,1700,923489,-1
3,0,4040,606411,1
3,2,1736,834998,1
1,3,1318,643773,1
4,3,2483,529901,1
5,2,3081,772173,1
4,3,1296,743812,1
0,2,2303,82936,1
5,2,818,602557,1
4,0,4025,774666,1
1,2,3678,554011,1
3,3,728,263011,1
0,2,2162,193417,1
0,3,4583,772718,1
5,2,3581,453077,1
4,3,3522,216883,1
0,1,3111,533590,1
5,0,988,419017,-1
2,2,1704,375559,1
4,1,2721,798228,1
4,3,3692,371354,1
2,2,2746,513136,1
5,1,3556,363417,1
4,1,1710,529333,1
5,0,3373,389002,1
3,2,2835,189862,1
5,3,4589,108311,1
5,1,4342,347637,1
3,2,4545,778765,1
3,3,722,827637,1
3,2,2636,427695,1
2,1,923,572813,1
4,3,2830,567367,1
3,2,3376,557849,1
4,0,4796,386863,1
0,2,4419,149779,1
5,0,3393,686987,1
0,1,3865,284023,1
3,3,3419,499458,1
1,2,1785,471605,1
4,2,3427,169251,1
5,2,4657,492585,1
0,0,4308,596058,1
5,1,4365,166713,1
2,3,4391,380332,1
4,1,1915,519091,1
2,2,2722,599269,1
5,2,4552,681251,1
1,1,1807,137942,1
2,1,3960,455138,1
0,3,3400,514793,1
4,1,4815,96800,1
1,1,4571,353603,1
0,2,4353,470664,1
2,3,4630,524816,1
4,0,2010,175022,1
4,0,4292,571235,1
0,0,2511,145577,1
4,3,3963,188137,1
3,0,713,218771,1
4,1,2146,111688,1
4,3,4608,830087,1
4,1,3390,159960,1
3,1,3606,347004,1
2,1,3648,437467,1
0,3,3207,512642,1
4,3,2184,613088,1
1,0,4578,175856,1
1,1,3118,105563,1
1,1,2187,314860,1
0,3,3581,935006,1
0,3,3732,511137,1
4,1,3497,188317,1
0,1,1668,580631,1
3,3,3001,431128,1
1,1,1073,593226,1
1,3,3051,87553,1
4,2,4313,111015,1
1,3,4586,183042,1
0,0,4447,657039,1
3,2,4469,676326,1
4,1,1122,943341,1
4,2,4547,890498,1
1,2,3157,587837,1
3,3,2329,615770,1
2,1,4470,663255,1
4,1,4173,976722,1
0,2,1723,315211,1
1,1,3539,153842,1
3,1,4484,146367,1
5,0,3525,393009,1
0,1,4326,536228,1
4,1,2548,292771,1
4,1,4472,206137,1
3,2,781,562503,1
3,0,4470,569293,1
0,3,4356,428647,1
5,2,2688,199092,1
4,2,1965,436547,1
2,2,4853,263181,1
0,1,2922,807067,1
3,3,3357,777766,1
4,3,2928,882269,1
0,0,4493,94372,-1
1,3,4316,388724,1
5,3,3546,675945,1
0,1,1377,282400,1
2,3,3502,865044,1
2,2,1140,217952,1
1,3,2825,767828,1
3,0,643,482955,-1
2,3,3935,321773,1
3,3,1289,809109,1
3,3,4266,953098,1
2,2,2736,734244,1
3,0,4073,891020,1
0,3,1497,881332,1
3,2,3578,424976,1
1,2,3936,326116,1
3,1,1976,442088,1
0,2,3039,110526,1
1,0,3272,803177,1
4,3,1634,535585,1
1,3,1611,730340,1
0,1,1701,225457,1
0,1,3844,271124,1
4,0,2357,669010,1
2,3,4093,324746,1
5,0,2805,863704,1
5,1,3382,436059,1
5,3,2867,530806,1
1,0,3522,705182,1
3,1,1027,197285,1
0,0,3464,400663,1
1,1,3093,224887,1
0,1,1716,78239,1
3,0,1631,216141,1
5,2,4140,140977,1
2,3,4559,973983,1
0,3,4382,279442,1
2,3,2826,241837,1
4,1,3235,186565,1
4,0,3555,557319,1
3,2,3593,139983,1
3,1,2286,780909,1
0,2,1663,750442,1
3,2,1350,728240,1
4,1,3524,573631,1
0,2,4905,338240,1
5,1,1141,859862,1
4,3,2317,352921,1
1,0,2964,585918,1
2,2,2207,766564,1
3,1,1587,777247,1
5,3,4356,926602,1
4,0,4539,935444,1
0,2,631,530472,-1
4,1,3213,284625,1
4,2,1573,696264,1
5,3,3237,164196,1
4,0,1770,172660,1
1,0,3160,620517,1
3,3,4614,588048,1
1,3,4774,371433,1
3,1,4602,329959,1
0,0,700,963300,-1
1,1,1892,91545,1
2,3,4486,470292,1
4,2,4350,473729,1
5,3,3664,677248,1
0,3,4895,522703,1
2,1,731,571444,1
1,3,3690,217727,1
2,0,4485,808177,1
4,3,3761,395431,1
4,3,2625,434377,1
3,3,1696,695720,1
4,1,4640,265314,1
3,2,1285,488152,1
4,0,4251,823438,1
1,0,2284,383823,1
4,3,831,917723,1
4,1,1466,932223,1
4,2,3468,385518,1
4,1,715,89975,1
4,3,3547,582821,1
4,1,1116,965998,1
4,0,4448,127887,1
3,3,1100,660028,1
0,0,2744,312998,1
3,2,1970,761018,1
0,0,2210,631143,1
3,1,4486,502694,1
1,0,4366,631516,1
1,3,788,767196,1
2,3,1410,734033,1
0,3,2077,869510,1
0,0,3219,810835,1
3,0,2221,514414,1
2,2,720,131355,1
0,0,4366,595812,1
4,1,1632,88011,1
3,2,2909,221365,1
4,1,1265,782276,1
0,3,1229,282915,1
4,0,1872,657776,1
0,3,1486,604637,1
1,3,2703,740816,1
4,2,3291,178705,1
3,1,3413,162888,1
4,2,1825,310566,1
3,1,1898,467453,1
1,1,3417,263363,1
0,0,3511,610071,1
4,1,3622,892575,1
0,3,4574,265047,1
1,1,1109,162335,1
3,1,3130,319846,1
1,1,4452,919737,1
1,0,4642,282153,1
0,1,4344,550484,1
5,0,3027,300353,1
4,1,859,150311,1
4,0,4434,585280,1
0,3,3805,386806,1
0,3,2719,921441,1
5,1,3041,946864,1
5,3,4197,174724,1
3,3,746,695494,1
3,0,3788,940318,1
0,0,3370,387824,1
4,2,688,79871,1
3,0,4438,208855,1
5,3,4625,145382,1
4,3,749,217348,1
1,0,1435,625583,1
0,2,943,565477,1
3,3,4138,584131,1
3,1,4524,414906,1
5,3,4905,731085,1
4,3,1482,145037,1
4,3,2334,684554,1
2,3,2072,863992,1
5,0,4665,764122,-1
5,1,1739,968239,-1
1,1,3468,305792,1
0,3,4442,352621,1
4,3,3396,571553,1
0,1,4502,392667,1
5,2,2463,538877,1
3,1,4371,788366,1
4,2,2414,591762,1
3,0,1781,561946,1
4,1,2679,657450,1
5,3,2846,142549,1
0,1,2229,578897,1
3,3,2682,595002,1
4,1,1363,789012,1
5,1,3303,951489,1
2,1,2538,561468,1
0,3,4835,442238,1
5,0,4551,624294,1
3,1,3000,190818,1
4,3,766,582963,1
4,0,4581,143098,1
5,0,1388,956366,-1
0,3,1258,886822,1
3,2,3635,365013,1
0,3,4645,195711,1
1,2,2720,564121,1
0,2,705,94320,-1
2,0,3039,253939,1
0,2,4524,921027,1
3,2,3699,411361,1
2,3,1279,386947,1
0,1,3523,187676,1
3,1,4603,595134,1
3,3,4905,154886,1
0,2,3566,705080,1
3,1,631,112413,1
0,3,643,898244,-1
0,2,2920,774261,1
3,3,1866,598721,1
4,0,2515,767932,1
0,2,3966,859387,1
5,3,958,959445,-1
4,1,1303,172005,1
3,2,1270,508509,1
0,3,1748,323882,1
4,1,1818,560993,1
3,2,4312,711938,1
4,2,4448,458386,1
5,1,4600,402362,1
5,2,2214,314160,1
3,1,2310,347516,1
4,0,1811,308612,1
4,3,4626,402481,1
1,2,1723,747547,1
3,3,2751,680605,1
1,1,2361,175183,1
1,2,1477,406336,1
5,0,1865,94879,-1
5,1,1310,777370,1
0,3,3032,738601,1
5,2,3426,338792,1
4,0,2571,523007,1
0,2,4468,861023,1
2,0,3405,648932,1
3,1,780,286899,1
5,1,4326,527687,1
5,1,3113,362382,1
4,2,4435,603311,1
3,3,1789,310494,1
5,3,1349,585366,1
3,3,3977,770895,1
2,1,4310,625733,1
5,0,4641,442458,1
4,3,4108,575063,1
2,1,1740,799601,1
3,1,2296,328761,1
3,3,2445,504171,1
4,1,4194,866782,1
1,2,1682,948448,1
5,3,1194,617592,1
4,3,1800,489049,1
1,3,1906,593719,1
4,2,2326,690186,1
1,3,4840,969552,-1
4,3,705,654692,1
1,3,682,660289,1
0,2,3782,768978,1
3,1,1646,826107,1
1,1,3961,490759,1
1,3,1939,759647,1
3,3,1316,790896,1
3,0,3234,954657,1
4,2,1687,749782,1
3,3,674,288184,1
1,0,2953,851429,1
4,0,588,529871,-1
1,3,2808,181885,1
3,1,3225,497316,1
4,2,3075,180744,1
4,1,3549,527283,1
4,1,676,731951,1
0,1,2938,681776,1
3,0,3981,139662,1
0,1,3478,365942,1
3,2,4357,609046,1
3,0,5000,183166,1
0,1,4431,861978,1
4,2,1029,429803,1
0,2,4450,775697,1
3,0,1853,674603,1
5,2,2039,558587,1
4,2,4009,398915,1
5,3,4605,329273,1
3,2,2816,156941,1
1,0,4406,450809,1
5,0,2861,912454,-1
4,2,3249,781451,1
4,3,1647,987012,1
1,1,1693,678549,1
5,2,2591,728469,1
4,0,3030,369865,1
4,3,1135,630465,1
0,1,2473,949604,1
2,3,4549,575778,1
4,1,2680,847631,1
0,3,4384,163900,1
4,3,3701,303995,1
4,1,4494,533434,1
4,2,4578,751173,1
2,3,1272,794246,1
1,2,1022,444210,1
0,3,4494,378073,1
3,1,3475,914953,1
4,1,1084,970487,1
5,2,1884,248486,1
0,1,4775,488003,1
0,0,3091,466166,1
0,1,1733,762349,1
3,0,2444,256882,1
5,2,3152,219673,1
4,3,1754,390687,1
2,2,4389,481791,1
0,0,677,873117,-1
3,1,3558,355534,1
4,2,3947,588006,1
3,3,1320,570927,1
5,3,2737,853288,1
2,0,1535,298359,1
0,1,4457,321362,1
5,1,4030,468138,1
0,3,2837,903981,1
4,3,3448,890500,1
0,1,2707,231645,1
0,2,1406,749469,1
1,0,3468,417318,1
4,1,2780,320434,1
1,1,1523,435108,1
3,1,1237,503214,1
1,1,1651,375845,1
3,3,3843,637639,1
3,1,4491,658194,1
0,1,4340,167973,1
1,1,3570,699095,1
3,3,4552,151623,1
3,2,3157,488297,1
4,3,4927,507538,1
3,2,3545,961537,1
2,0,4351,494113,1
0,3,2173,362289,1
2,1,4516,157785,1
2,0,4481,824627,1
4,1,4418,613268,1
2,3,3187,692671,1
4,0,4099,280621,1
3,1,4143,193616,1
1,3,3335,416662,1
1,3,4887,815298,1
4,1,1163,386306,1
2,2,4455,280454,1
4,1,4166,477145,1
4,1,4421,303551,1
5,3,4094,911750,1
0,3,4430,959222,1
3,1,4347,463223,1
1,1,2967,171057,1
4,3,4431,776616,1
0,1,3137,286903,1
3,3,3599,298765,1
3,3,4374,961339,1
1,2,2343,788947,1
4,1,2859,847930,1
0,2,4864,440210,1
5,3,3477,401966,1
5,0,1216,518768,-1
0,3,4314,536660,1
0,1,3029,423382,1
1,0,3628,505429,1
0,3,2983,670740,1
2,0,1479,924890,-1
1,3,1677,382383,1
1,0,2172,93379,1
5,1,3156,586005,1
4,3,3172,548884,1
2,2,4847,145805,1
2,3,1820,297297,1
3,1,4313,396294,1
1,3,1247,430799,1
3,2,4621,379070,1
0,1,763,704133,1
5,1,2245,313074,1
3,3,3333,128663,1
3,0,4893,603635,1
4,2,2491,496616,1
2,1,1354,820546,1
1,3,4475,685801,1
5,3,4519,117536,1
0,1,2073,606160,1
3,0,3612,860504,1
4,1,2463,850651,1
2,3,4542,640931,1
5,3,3971,621558,1
2,3,1854,480263,1
0,3,4479,958493,1
5,2,4614,222673,1
3,1,4732,869514,1
4,1,2933,280776,1
3,1,3076,417111,1
4,0,4387,257878,1
0,1,1737,156114,1
4,3,4384,685456,1
4,1,2119,62760,1
1,0,3653,222099,1
3,3,4864,506117,1
0,2,1868,435639,1
0,2,1831,189158,1
4,0,2057,271140,1
1,3,4932,130958,1
4,2,3317,617302,1
4,3,1784,396927,1
3,2,4576,400898,1
1,1,1687,747079,1
0,2,4231,829163,1
4,1,4538,157576,1
3,0,4463,474444,1
4,1,2937,800806,1
3,3,1309,942541,1
1,3,2649,186558,1
0,0,4492,896756,-1
2,1,1219,68827,1
0,0,1750,152469,1
4,1,4714,764928,1
1,3,4960,398757,1
3,3,715,543902,1
3,2,3179,870190,1
3,1,3164,581422,1
4,0,3497,408067,1
0,3,2841,406271,1
5,1,4813,703803,1
4,0,3521,975584,1
